EMTS_title,section,section_number,text,content_type,style_name
Quality Control Requirements,QUALITY CONTROL,10,QUALITY CONTROL,paragraph,heading 1
QUALITY CONTROL REQUIREMENTS AND ACCEPTANCE CRITERIA,QUALITY CONTROL,10,QUALITY CONTROL,paragraph,heading 1
QA/QC,QUALITY CONTROL,10,QUALITY CONTROL,paragraph,heading 1
Quality Control Requirements and Acceptance Criteria,QUALITY CONTROL,10,QUALITY CONTROL,paragraph,heading 1
INITIAL DEMONSTRATION OF PERFORMANCE,INITIAL DEMONSTRATION OF PERFORMANCE,11,INITIAL DEMONSTRATION OF PERFORMANCE,paragraph,heading 1
Initial Demonstration of Laboratory Capability,INITIAL DEMONSTRATION OF PERFORMANCE,11,INITIAL DEMONSTRATION OF PERFORMANCE,paragraph,heading 1
Initial Demonstration of Capability (IDOC),INITIAL DEMONSTRATION OF PERFORMANCE,11,INITIAL DEMONSTRATION OF PERFORMANCE,paragraph,heading 1
Initial Demonstration of Capabilities (IDOC),INITIAL DEMONSTRATION OF PERFORMANCE,11,INITIAL DEMONSTRATION OF PERFORMANCE,paragraph,heading 1
Initial Demonstration of Capability,INITIAL DEMONSTRATION OF PERFORMANCE,11,INITIAL DEMONSTRATION OF PERFORMANCE,paragraph,heading 1
INITIAL DEMONSTRATION OF LABORATORY CAPABILITY,INITIAL DEMONSTRATION OF PERFORMANCE,11,INITIAL DEMONSTRATION OF PERFORMANCE,paragraph,heading 1
Initial Demonstration of Performance,INITIAL DEMONSTRATION OF PERFORMANCE,11,INITIAL DEMONSTRATION OF PERFORMANCE,paragraph,heading 1
LIMIT OF DETECTION,LIMIT OF DETECTION,12,LIMIT OF DETECTION,paragraph,heading 1
Limit of Detection,LIMIT OF DETECTION,12,LIMIT OF DETECTION,paragraph,heading 1
MDL,LIMIT OF DETECTION,12,LIMIT OF DETECTION,paragraph,heading 1
METHOD DETECTION LIMIT,LIMIT OF DETECTION,12,LIMIT OF DETECTION,paragraph,heading 1
Method Detection Limit,LIMIT OF DETECTION,12,LIMIT OF DETECTION,paragraph,heading 1
MDL- Method Detection Limits,LIMIT OF DETECTION,12,LIMIT OF DETECTION,paragraph,heading 1
MDL- Method Detection Limit,LIMIT OF DETECTION,12,LIMIT OF DETECTION,paragraph,heading 1
METHOD DETECTION LIMIT (MDL),LIMIT OF DETECTION,12,LIMIT OF DETECTION,paragraph,heading 1
Method Detection Limits (MDL),LIMIT OF DETECTION,12,LIMIT OF DETECTION,paragraph,heading 1
Method Detection Limit (MDL),LIMIT OF DETECTION,12,LIMIT OF DETECTION,paragraph,heading 1
METHOD DETECTION LIMIT DETERMINATION,LIMIT OF DETECTION,12,LIMIT OF DETECTION,paragraph,heading 1
Method Detection Limit Determination,LIMIT OF DETECTION,12,LIMIT OF DETECTION,paragraph,heading 1
METHOD DETECTION LIMITS (MDLS),LIMIT OF DETECTION,12,LIMIT OF DETECTION,paragraph,heading 1
METHOD DETECTION LIMIT/WORKING RANGE,LIMIT OF DETECTION,12,LIMIT OF DETECTION,paragraph,heading 1
Method Detection Limits (MDLs),LIMIT OF DETECTION,12,LIMIT OF DETECTION,paragraph,heading 1
Method Detection Limits,LIMIT OF DETECTION,12,LIMIT OF DETECTION,paragraph,heading 1
CALIBRATION,CALIBRATION AND STANDARDIZATION,13,CALIBRATION AND STANDARDIZATION,paragraph,heading 1
Calibration,CALIBRATION AND STANDARDIZATION,13,CALIBRATION AND STANDARDIZATION,paragraph,heading 1
CALIBRATION AND STANDARDIZATION,CALIBRATION AND STANDARDIZATION,13,CALIBRATION AND STANDARDIZATION,paragraph,heading 1
Calibration and standardization,CALIBRATION AND STANDARDIZATION,13,CALIBRATION AND STANDARDIZATION,paragraph,heading 1
Calibration and Standardization,CALIBRATION AND STANDARDIZATION,13,CALIBRATION AND STANDARDIZATION,paragraph,heading 1
CALIBRATION AND INSTRUMENT MAINTENANCE,CALIBRATION AND STANDARDIZATION,13,CALIBRATION AND STANDARDIZATION,paragraph,heading 1
Calibration and Instrument Maintenance,CALIBRATION AND STANDARDIZATION,13,CALIBRATION AND STANDARDIZATION,paragraph,heading 1
ELECTRODE MAINTENANCE,CALIBRATION AND STANDARDIZATION,13,CALIBRATION AND STANDARDIZATION,paragraph,heading 1
Electrode Maintenance,CALIBRATION AND STANDARDIZATION,13,CALIBRATION AND STANDARDIZATION,paragraph,heading 1
EQUIPMENT MAINTENANCE & CALIBRATION,CALIBRATION AND STANDARDIZATION,13,CALIBRATION AND STANDARDIZATION,paragraph,heading 1
Equipment Maintenance & Calibration,CALIBRATION AND STANDARDIZATION,13,CALIBRATION AND STANDARDIZATION,paragraph,heading 1
INSTRUMENT CALIBRATION,CALIBRATION AND STANDARDIZATION,13,CALIBRATION AND STANDARDIZATION,paragraph,heading 1
Instrument Calibration,CALIBRATION AND STANDARDIZATION,13,CALIBRATION AND STANDARDIZATION,paragraph,heading 1
INSTRUMENT MAINTENANCE,CALIBRATION AND STANDARDIZATION,13,CALIBRATION AND STANDARDIZATION,paragraph,heading 1
Instrument Maintenance,CALIBRATION AND STANDARDIZATION,13,CALIBRATION AND STANDARDIZATION,paragraph,heading 1
MAINTENANCE AND CLEANING,CALIBRATION AND STANDARDIZATION,13,CALIBRATION AND STANDARDIZATION,paragraph,heading 1
Maintenance and Cleaning,CALIBRATION AND STANDARDIZATION,13,CALIBRATION AND STANDARDIZATION,paragraph,heading 1
PREPARATION,CALIBRATION AND STANDARDIZATION,13,CALIBRATION AND STANDARDIZATION,paragraph,heading 1
Preparation,CALIBRATION AND STANDARDIZATION,13,CALIBRATION AND STANDARDIZATION,paragraph,heading 1
"PREPARATION OF REAGENTS, STANDARDS AND QC CHECKS",CALIBRATION AND STANDARDIZATION,13,CALIBRATION AND STANDARDIZATION,paragraph,heading 1
"Preparation of Reagents, Standards and QC Checks",CALIBRATION AND STANDARDIZATION,13,CALIBRATION AND STANDARDIZATION,paragraph,heading 1
"PREPARATION OF STANDARDS, QC CHECKS, AND SAMPLES",CALIBRATION AND STANDARDIZATION,13,CALIBRATION AND STANDARDIZATION,paragraph,heading 1
"Preparation of Standards, QC Checks, and Samples",CALIBRATION AND STANDARDIZATION,13,CALIBRATION AND STANDARDIZATION,paragraph,heading 1
"PREPARTION OF CALIBRATION STANDARDS, QUALITY CONTROL CHECKS AND SAMPLES",CALIBRATION AND STANDARDIZATION,13,CALIBRATION AND STANDARDIZATION,paragraph,heading 1
"Prepartion of Calibration Standards, Quality Control Checks and Samples",CALIBRATION AND STANDARDIZATION,13,CALIBRATION AND STANDARDIZATION,paragraph,heading 1
ANALYSIS PROCEDURE,PROCEDURE,14,PROCEDURE,paragraph,heading 1
Analysis Procedure,PROCEDURE,14,PROCEDURE,paragraph,heading 1
ASSAY PROCEDURE,PROCEDURE,14,PROCEDURE,paragraph,heading 1
Assay Procedure,PROCEDURE,14,PROCEDURE,paragraph,heading 1
ANALYSIS PROCEDURES,PROCEDURE,14,PROCEDURE,paragraph,heading 1
Analysis Procedures,PROCEDURE,14,PROCEDURE,paragraph,heading 1
ANALYTICAL PROCEDURE,PROCEDURE,14,PROCEDURE,paragraph,heading 1
Analytical Procedure,PROCEDURE,14,PROCEDURE,paragraph,heading 1
DISINFECTANT PREPARATION & SPILL CLEAN-UP,PROCEDURE,14,PROCEDURE,paragraph,heading 1
Disinfectant Preparation & Spill Clean-Up,PROCEDURE,14,PROCEDURE,paragraph,heading 1
GENERAL PROCEDURE,PROCEDURE,14,PROCEDURE,paragraph,heading 1
General Procedure,PROCEDURE,14,PROCEDURE,paragraph,heading 1
GENERAL PROCEDURES,PROCEDURE,14,PROCEDURE,paragraph,heading 1
General Procedures,PROCEDURE,14,PROCEDURE,paragraph,heading 1
INSTRUCTIONS,PROCEDURE,14,PROCEDURE,paragraph,heading 1
Instructions,PROCEDURE,14,PROCEDURE,paragraph,heading 1
OPERATION OF IC,PROCEDURE,14,PROCEDURE,paragraph,heading 1
Operation of IC,PROCEDURE,14,PROCEDURE,paragraph,heading 1
OPERATION,PROCEDURE,14,PROCEDURE,paragraph,heading 1
Operation,PROCEDURE,14,PROCEDURE,paragraph,heading 1
OPERATION OF THE ICP/MS,PROCEDURE,14,PROCEDURE,paragraph,heading 1
Operation of the ICP/MS,PROCEDURE,14,PROCEDURE,paragraph,heading 1
PROCEDURE,PROCEDURE,14,PROCEDURE,paragraph,heading 1
Procedure,PROCEDURE,14,PROCEDURE,paragraph,heading 1
Procedure: (SOP-standard operating procedure),PROCEDURE,14,PROCEDURE,paragraph,heading 1
Procedure:  (SOP-standard operating procedure),PROCEDURE,14,PROCEDURE,paragraph,heading 1
ROUTINE OPERATION,PROCEDURE,14,PROCEDURE,paragraph,heading 1
Routine Operation,PROCEDURE,14,PROCEDURE,paragraph,heading 1
SAMPLING PROCEDURE,PROCEDURE,14,PROCEDURE,paragraph,heading 1
Sampling Procedure,PROCEDURE,14,PROCEDURE,paragraph,heading 1
STERILITY CHECK PROCEDURE,PROCEDURE,14,PROCEDURE,paragraph,heading 1
Sterility Check Procedure,PROCEDURE,14,PROCEDURE,paragraph,heading 1
TOTAL ALKALINITY PROCEDURE,PROCEDURE,14,PROCEDURE,paragraph,heading 1
Total Alkalinity Procedure,PROCEDURE,14,PROCEDURE,paragraph,heading 1
ANALYTE IDENTIFICATION AND DATA ACQUISITION,DATA ANALYSIS AND CALCULATIONS,15,DATA ANALYSIS AND CALCULATIONS,paragraph,heading 1
Analyte Identification and Data Acquisition,DATA ANALYSIS AND CALCULATIONS,15,DATA ANALYSIS AND CALCULATIONS,paragraph,heading 1
CALCULATIONS,DATA ANALYSIS AND CALCULATIONS,15,DATA ANALYSIS AND CALCULATIONS,paragraph,heading 1
Calculations,DATA ANALYSIS AND CALCULATIONS,15,DATA ANALYSIS AND CALCULATIONS,paragraph,heading 1
DATA ANALYSIS AND CALCULATIONS,DATA ANALYSIS AND CALCULATIONS,15,DATA ANALYSIS AND CALCULATIONS,paragraph,heading 1
Data Analysis and Calculations,DATA ANALYSIS AND CALCULATIONS,15,DATA ANALYSIS AND CALCULATIONS,paragraph,heading 1
DATA EVALUATION AND CALCULATIONS,DATA ANALYSIS AND CALCULATIONS,15,DATA ANALYSIS AND CALCULATIONS,paragraph,heading 1
Data Evaluation and Calculations,DATA ANALYSIS AND CALCULATIONS,15,DATA ANALYSIS AND CALCULATIONS,paragraph,heading 1
DATA PROCESSING,DATA ANALYSIS AND CALCULATIONS,15,DATA ANALYSIS AND CALCULATIONS,paragraph,heading 1
Data Processing,DATA ANALYSIS AND CALCULATIONS,15,DATA ANALYSIS AND CALCULATIONS,paragraph,heading 1
DATA PROCESSING AND EVALUATION,DATA ANALYSIS AND CALCULATIONS,15,DATA ANALYSIS AND CALCULATIONS,paragraph,heading 1
Data Processing and Evaluation,DATA ANALYSIS AND CALCULATIONS,15,DATA ANALYSIS AND CALCULATIONS,paragraph,heading 1
"QA/QC REQUIREMENTS, CALCULATIONS, AND CORRECTIVE ACTIONS",DATA ANALYSIS AND CALCULATIONS,15,DATA ANALYSIS AND CALCULATIONS,paragraph,heading 1
"QA/QC Requirements, Calculations, and Corrective Actions",DATA ANALYSIS AND CALCULATIONS,15,DATA ANALYSIS AND CALCULATIONS,paragraph,heading 1
ACCURACY & PRECISION,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
ACCEPTANCE LIMITS,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
Accuracy & Precision,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
ACCURACY AND PRECISION,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
Accuracy and Precision,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
Accuracy and precision,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
ACCURACY AND PRECISION REQUIREMENTS,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
Accuracy and Precision Requirements,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
"ACCURACY, PRECISION AND OTHER QC REQUIREMENTS","METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
Acceptance Criteria and Corrective Action.,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
"Accuracy and Precision Acceptance Criteria, Corrective Action, and Quality Control","METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
"Accuracy, Precision and Other QC Requirements","METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
ACCURACY AND RESOLUTION,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
Analysis and Criteria for Acceptance,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
CORRECTIVE ACTION STEPS,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
Corrective Action Steps,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
CORRECTIVE ACTIONS,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
Corrective Actions,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
DATA ENTRY AND RECORD KEEPING,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
Data Entry and Record Keeping,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
DATA ENTRY AND REPORTING,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
Data Entry and Reporting,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
Data Report,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
"DATA ENTRY, REPORTING AND RECORD KEEPING","METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
"Data Entry, Reporting and Record Keeping","METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
"DATA ENTRY, REPORTING, & RECORD KEEPING","METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
"Data Entry, Reporting, & Record Keeping","METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
"DATA ENTRY, REPORTING, AND RECORD KEEPING","METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
"Data Entry, Reporting, and Record Keeping","METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
DATA REPORTING AND RECORD KEEPING,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
Data Reporting and Record Keeping,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
DOCUMENTATION & DATA ENTRY,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
Documentation & Data Entry,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
EXPECTED RANGES FOR SAMPLE TYPES,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
Expected Ranges for Sample Types,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
EXPECTED RANGES OF SAMPLES,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
Expected Ranges of Samples,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
EXPECTED RESULTS AND CORRECTIVE ACTIONS,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
Expected Results and Corrective Actions,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
EXPECTED SAMPLE CONCENTRATION RANGES,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
Expected Sample Concentration Ranges,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
EXPECTED SAMPLE RANGES,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
Expected Sample Ranges,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
FILES MANAGEMENT,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
Files Management,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
INVALIDATION CRITERIA,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
Invalidation Criteria,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
"LIMS DATA ENTRY, REPORTING, AND RECORD KEEPING","METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
"Lims Data Entry, Reporting, and Record Keeping","METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
LIMSLINK DATA ENTRY SYSTEM,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
Limslink Data Entry System,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA","METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
"Method Performance, Data Review and Acceptance Criteria","METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
"METHOD PERFORMANCE, DATA REVIEW, AND ACCEPTANCE CRITERIA","METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
"Method Performance, Data Review, and Acceptance Criteria","METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
PRECISION AND BIAS,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
Precision and Bias,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
Quality Assurance and Control,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
Quality Assurance and Quality Control,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
REPORTING,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
RECORD KEEPING,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
Record Keeping,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
RESULT INTERPRETATION,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
Result Interpretation,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
RECORDING AND REPORTING RESULTS,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
Recording and Reporting Results,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
TROUBLE SHOOTING & CORRECTIVE ACTION,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
Trouble Shooting & Corrective Action,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
TROUBLESHOOTING & CORRECTIVE ACTION,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
Troubleshooting & Corrective Action,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
ABNORMAL OPERATIONS,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
Abnormal Operations,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",16,"METHOD PERFORMANCE, DATA REVIEW AND ACCEPTANCE CRITERIA",paragraph,heading 1
DISPOSAL OF HAZARDOUS WASTE,POLLUTION PREVENTION AND WASTE MANAGEMENT,17,POLLUTION PREVENTION AND WASTE MANAGEMENT,paragraph,heading 1
Disposal of Hazardous Waste,POLLUTION PREVENTION AND WASTE MANAGEMENT,17,POLLUTION PREVENTION AND WASTE MANAGEMENT,paragraph,heading 1
DISPOSAL OF MICROBIOLOGICAL WASTES,POLLUTION PREVENTION AND WASTE MANAGEMENT,17,POLLUTION PREVENTION AND WASTE MANAGEMENT,paragraph,heading 1
Disposal of Microbiological Wastes,POLLUTION PREVENTION AND WASTE MANAGEMENT,17,POLLUTION PREVENTION AND WASTE MANAGEMENT,paragraph,heading 1
DISPOSAL OF MICROORGANISMS,POLLUTION PREVENTION AND WASTE MANAGEMENT,17,POLLUTION PREVENTION AND WASTE MANAGEMENT,paragraph,heading 1
Disposal of Microorganisms,POLLUTION PREVENTION AND WASTE MANAGEMENT,17,POLLUTION PREVENTION AND WASTE MANAGEMENT,paragraph,heading 1
