service_request_id,service_request_parent_id,sap_notification_number,requested_datetime,case_age_days,service_name,case_record_type,updated_datetime,status,lat,long,council_district,comm_plan_code,comm_plan_name,park_name,case_origin,referred,public_description
2481983,NA,NA,2019-01-10T10:16:00,6,72 Hour Violation,Parking,2019-01-16T00:00:00,Closed,32.81928,-117.17557,6,6,Clairemont Mesa,,Web,,Super Shuttle van #744 parked here for 2 Ã‚Â½ weeks with flat tire.
2519927,2514136,NA,2019-02-24T16:54:00,3,72 Hour Violation,Parking,2019-02-27T00:00:00,Closed,32.75767847,-117.1884762,3,42,Uptown,,Mobile,,
2530347,NA,NA,2019-03-08T13:15:00,0,Illegal Dumping,ESD Complaint/Report,2019-03-08T00:00:00,Closed,32.6957641,-117.1394582,8,2,Barrio Logan,,Internal,,
109218,NA,1.50001E+11,2016-09-30T11:15:00,173,Trim Tree - Blocking Traffic Device,TSW,2017-03-22T00:00:00,Closed,32.74031306,-117.0922915,9,56,Mid-City:City Heights,,Phone,,TRIM TREE BLOCKING ST LIGHT.
217519,NA,1.50001E+11,2017-08-02T08:09:00,20,Street Light Out,TSW,2017-08-22T00:00:00,Closed,32.97003197,-117.0816693,5,3,Carmel Mountain Ranch,,Mobile,,Light on Ted Williams bridge still broken! Received a closed report but the City never did a thing here!! Light still busted and NOT ON!
86416,NA,1.50001E+11,2016-06-07T06:54:00,31,Traffic Signal Other Problem,TSW,2016-07-08T00:00:00,Closed,32.8256531,-117.1441409,6,50,Kearny Mesa,,Web,,Black Graffiti painted on the utility poll for the Traffic Signal of Tech Way & Kearny Villa Rd
260369,NA,1.50001E+11,2017-11-20T10:16:00,109,Sidewalk Cost Share Program,TSW,2018-03-09T00:00:00,Closed,32.798405,-117.076231,7,20,Navajo,,Web,,Sidewalk maintenance.   Notification  number: 500000132107. We wish to participate in the 50/50 program.
293070,NA,NA,2018-02-10T08:30:00,6,72 Hour Violation,Parking,2018-02-16T00:00:00,Closed,32.8417502,-117.2804248,1,10,La Jolla,,Web,,
306943,306082,NA,2018-03-14T22:27:00,56,Street Light Out,TSW,2018-05-09T00:00:00,Closed,32.806314,-117.065329,7,20,Navajo,RHO MISSION CYN NP,Mobile,,"2 lights are now out at Rancho Mission Canyon Trail, San Diego, CA 92120"
294189,NA,NA,2018-02-12T19:53:00,NA,Other,TSW,,Referred,32.794364,-117.252892,2,27,Pacific Beach,,Mobile,This report has been referred to Police CRO ? Northern at sdpdnorthern@pd.sandiego.gov,Extra long bus converted to home parked overnight on streets
2436304,NA,NA,2018-11-01T15:01:00,5,Missed Collection,ESD Complaint/Report,2018-11-06T00:00:00,Closed,32.7196996,-117.03125,4,44,Skyline-Paradise Hills,,Phone,,
2410079,NA,NA,2018-09-27T08:49:00,NA,Other,Traffic Engineering,,Referred,32.71429298,-117.1552037,3,4,Downtown,,Mobile,This report has been referred to Private Contractor at trash@sandiego.gov,This damaged Lime bike has been around my corner for 5 weeks. The tire is twisted so it's rubbish...but I've told Lime and they do nothing.Photo is in previous report. Corner 10th and F in EVThank you
2485648,NA,NA,2019-01-15T13:12:00,NA,Other,TSW,,Referred,32.724497,-117.168017,3,4,Downtown,,Mobile,This report has been referred to appropriate department or agency at Rewing@sandiego.gov,This particular Parking machine has been out of order for months now. You cannot see the screen. In is hardly visible and it fades in-and-out.  When you ask for 2 hours it will give you one hour. It is extremely difficult to pay with it because you can't see what you are doing
168791,NA,NA,2017-04-04T10:38:00,0,Graffiti Removal,TSW,2017-04-04T00:00:00,Closed,32.85123891,-117.2487703,1,10,La Jolla,,Crew/Self Generated,,Graffiti Reported at 2510Torrey Pines Rd
354236,NA,40300045466,2018-06-23T20:21:00,52,Traffic Sign - Maintain,TSW,2018-08-14T00:00:00,Closed,32.7606323,-117.0682195,9,57,Mid-City:Eastern Area,,Web,,There is no street sign at this corner of El Cajon Blvd and 60th St.  Drivers won't know what road it is.
2458356,NA,40300087356,2018-12-05T14:47:00,9,Pothole,TSW,2018-12-14T00:00:00,Closed,32.791306,-117.085796,7,20,Navajo,,Mobile,,Hot hole middle of street at Orcutt and 50th
211300,NA,1.50001E+11,2017-07-17T19:39:00,43,PARKING - TEO - Parking No Parking,Traffic Engineering,2017-08-30T00:00:00,Closed,32.74115716,-117.1440088,3,1,Balboa Park,,Web,,"There had been a No Parking sign at the entrance to the trails going into the park @ 2 years ago.  The sign was knocked over by cars that would park there and never replaced.  Cars now frequently park there and even though there is a no parking sign at the corner with the Stop sign, when I have called the police in the past I have been told that they can't enforce it because there is no sign there.  I have requested a sign over the phone @ 1 year ago and nothing has come of it."
338019,NA,40300032516,2018-05-21T08:46:00,64,Traffic Sign - Maintain,TSW,2018-07-24T00:00:00,Closed,32.969943,-117.0950445,5,29,Rancho Penasquitos,,Web,,Signage missing from nose of median.
2428274,NA,NA,2018-10-22T11:55:00,1,72 Hour Violation,Parking,2018-10-23T00:00:00,Closed,32.57371,-117.05592,8,25,Otay Mesa-Nestor,,Mobile,,Abandoned-this vehicle was with owner yesterday morning. He stated that he was waiting for his friend to jump his car. Owner is nowhere to be seen.
320860,NA,40300022548,2018-04-12T11:13:00,55,Street Sweeping,TSW,2018-06-06T00:00:00,Closed,32.87677522,-117.1826708,1,99,University,,Web,,Screws were dumped in intersection of Miramar Place and Miramar Road yesterday.  I had to drive through it (only saw glass) because of heavy traffic. As a result I had to buy 2 new tires and 2 tires were repaired. I own an auto repair shop on Autoport Mall. I had a customer come in this morning for repair. Please send a street sweeper in this intersection !!
2441989,NA,40300081656,2018-11-09T21:58:00,213,ENGINEERING - TRAFFIC SIGNAL STRIPING/SIGNAGE REVIEW,TSW,,In Process,33.028742,-117.0595301,5,31,Rancho Bernardo,,Web,,Street Light has a yield requirement when turning left onto Pomerado. Traffic coming East onto Pomerado tends to ignore the yield requirement and end up turning left at the same time traffic is turning right. I have witnessed several close calls and I have even been required to stop to allow people to turn. Please take a look at this location as I feel an accident will happen if the light doesn't get changed.
2438229,NA,40300080773,2018-11-05T14:16:00,31,Street Light on During Day,TSW,2018-12-06T00:00:00,Closed,32.75986333,-117.0543528,9,57,Mid-City:Eastern Area,,Mobile,,Light on at all times
270025,NA,NA,2017-12-17T08:16:00,38,Graffiti Removal,TSW,2018-01-24T00:00:00,Closed,32.70650092,-117.1447083,8,37,Southeastern San Diego,,Mobile,,
2591126,2582836,NA,2019-05-14T06:03:00,1,72 Hour Violation,Parking,2019-05-15T00:00:00,Closed,32.85474,-117.25377,1,10,La Jolla,,Web,,this car has been parked her for days now. i?ve reported it before. i can?t see around it to get out of my driveway
2593179,NA,NA,2019-05-15T17:53:00,30,72 Hour Violation,Parking,,In Process,32.75497522,-117.0900897,9,56,Mid-City:City Heights,,Mobile,,This car has parked here for more than a week
172890,172859,NA,2017-04-14T09:37:00,18,Graffiti Removal,TSW,2017-05-02T00:00:00,Closed,33.02511969,-117.0602559,5,31,Rancho Bernardo,,Web,,
2568063,NA,NA,2019-04-19T08:52:00,10,Illegal Dumping,ESD Complaint/Report,2019-04-29T00:00:00,Closed,32.74539118,-117.2338068,2,30,Peninsula,,Mobile,,Transient camp hidden under tarps in the brush.
274755,NA,NA,2018-01-01T19:59:00,NA,Other,TSW,,Referred,32.773778,-117.0644353,9,38,College Area,,Web,This report has been referred to Environmental Services at trash@sandiego.gov,"Failure to remove containers from the street by 6pm of collection date, Dec. 30, 2017 (SDMC 66.0105.)5135 East Falls View5348 East Falls View5379 East Falls View5351 East Falls View5136 East Falls View 5135 East Falls View5131 East Falls View5112 East Falls View"
2510406,NA,NA,2019-02-14T11:53:00,5,Potential Missed Collection,ESD Complaint/Report,2019-02-19T00:00:00,Closed,32.57943,-117.1012424,8,25,Otay Mesa-Nestor,,Web,,Blue container not picked up
2502518,NA,40300101701,2019-02-05T15:54:00,24,Pothole,TSW,2019-03-01T00:00:00,Closed,32.834367,-117.187087,6,6,Clairemont Mesa,,Mobile,,Potholes
250792,NA,1.50001E+11,2017-10-26T08:45:00,19,Pothole,TSW,2017-11-14T00:00:00,Closed,32.81274171,-117.1525494,6,50,Kearny Mesa,,Web,,"From 3835 Convoy all the way to Stalmer Street, it is rough and lots of potholes to doge around"
254214,NA,NA,2017-11-03T13:55:00,4,Graffiti Removal,TSW,2017-11-07T00:00:00,Closed,32.7417,-117.079206,4,57,Mid-City:Eastern Area,,Mobile,,
287924,NA,NA,2018-01-30T13:47:00,0,Other,TSW,2018-01-30T00:00:00,Closed,32.70766981,-117.148491,3,4,Downtown,,Mobile,,Please fix irrigation and landscaping
305281,NA,40300007570,2018-03-12T07:25:00,44,Pothole,TSW,2018-04-25T00:00:00,Closed,32.783409,-117.197119,2,6,Clairemont Mesa,,Mobile,,"Once again the asphalt is pock-marked after one rain storm. Needs resurfacing, not patching."
287781,NA,NA,2018-01-30T10:34:00,NA,Illegal Dumping,ESD Complaint/Report,,Referred,32.74204719,-117.0953628,9,56,Mid-City:City Heights,,Mobile,This report has been referred to Environmental Services Department at trash@sandiego.gov,
2577964,NA,NA,2019-04-30T08:26:00,0,Traffic Signal On Flash,TSW,2019-04-30T00:00:00,Closed,32.89365846,-117.1336547,6,97,Military Facilities,,Mobile,,Traffic light has switched to red blinking.
337097,NA,NA,2018-05-18T15:47:00,13,Graffiti Removal,TSW,2018-05-31T00:00:00,Closed,32.71008094,-117.0653695,4,11,Encanto Neighborhoods,,Mobile,,
2412504,244072,NA,2018-09-30T17:46:00,253,Sidewalk Repair Issue,TSW,,In Process,32.752602,-117.06491,4,57,Mid-City:Eastern Area,,Mobile,,The city needs to look to make this side walk better since the MTS made a change in there rout the 10 bus only stopped here for its final stop but now the 7 final stop is here as well at times you have 3 buses here at one time on break for someone like me in a wheelchair it is hard to get on and off the bus with the sidewalk this way
2427371,2426934,NA,2018-10-20T14:19:00,3,Graffiti Removal,TSW,2018-10-23T00:00:00,Closed,32.80207,-117.22191,2,27,Pacific Beach,,Mobile,,
99760,NA,NA,2016-08-15T19:43:00,NA,Other,TSW,,Referred,32.7925,-117.255462,2,27,Pacific Beach,,Mobile,This report has been referred to Other department at SDPDNorthern@pd.sandiego.gov,"Drug dealers, drug users, and homeless youths back at it again.  Guy with dreadlocks sells weed brownies on boardwalk every day."
222260,NA,1.50001E+11,2017-08-13T13:16:00,65,Engineering - Driveway Red Curb,Traffic Engineering,2017-10-18T00:00:00,Closed,32.73987,-117.1640333,3,42,Uptown,,Mobile,,Curb needs redCar blocking crosswalk
100316,NA,NA,2016-08-18T12:36:00,NA,Illegal Dumping,ESD Complaint/Report,,Referred,32.7167272,-117.1661194,3,4,Downtown,,Web,This report has been referred to Environmental Services Department at trash@sandiego.gov,
207378,NA,1.50001E+11,2017-07-08T21:55:00,1,Traffic Sign - Maintain,TSW,2017-07-10T00:00:00,Closed,32.86753776,-117.2333744,1,99,University,,Phone,,PER H564 TEMP STOP SIGNS NEEDED.
2412221,NA,NA,2018-09-29T22:53:00,NA,Other,TSW,,Referred,32.73770142,-117.2522075,2,23,Ocean Beach,,Mobile,This report has been referred to Police CRO ? Western at sdpdwestern@pd.sandiego.gov,Noise complaint i thin front house 4744 - neighbors having a small party and too loud And one can sleep. Please help so neighborhood can rest
81898,NA,3.5E+11,2016-05-26T14:23:00,530,Storm Water Code Enforcement - Illegal Discharge,TSW,2017-11-08T00:00:00,Closed,32.78312458,-117.1914512,2,6,Clairemont Mesa,,Email,,
134924,131781,NA,2017-01-17T10:04:00,113,Pothole,TSW,2017-05-10T00:00:00,Closed,32.820558,-117.166823,6,6,Clairemont Mesa,,Mobile,,
245088,NA,40300013052,2017-10-11T22:11:00,607,Remove/Spray Weeds,TSW,,In Process,32.68876333,-117.1146778,9,37,Southeastern San Diego,,Mobile,,"I've reported this in the past and still nothing has been done. There is a lot that is owned by the city. The weeds in this lot have grown over 15ft tall. It attracts homeless people, drug dealers, and trash dumpers."
2492377,NA,NA,2019-01-24T09:23:00,1,Missed Collection,ESD Complaint/Report,2019-01-25T00:00:00,Closed,32.7294603,-117.1279644,3,8,Greater Golden Hill,,Web,,Looks like our trash bin is the only one that was not collected
318010,NA,NA,2018-04-07T14:09:00,4,72 Hour Violation,Parking,2018-04-11T00:00:00,Closed,32.7922348,-117.25325,2,27,Pacific Beach,,Web,,
259265,NA,NA,2017-11-16T15:56:00,5,Graffiti Removal,TSW,2017-11-21T00:00:00,Closed,32.709979,-117.089836,4,11,Encanto Neighborhoods,,Mobile,,
2395354,NA,NA,2018-09-08T12:01:00,NA,Illegal Dumping,ESD Complaint/Report,,Referred,32.8439807,-117.127731,6,97,Military Facilities,,Mobile,This report has been referred to Private Contractor at trash@sandiego.gov,Dumped 4 items including a old clothes dryer
261760,NA,NA,2017-11-24T17:12:00,6,Graffiti Removal,TSW,2017-11-30T00:00:00,Closed,32.8279225,-117.2062135,6,6,Clairemont Mesa,,Web,,Graffiti on sign in median at left turn signal on Clairemont Mesa Boulevard turning onto Clairemont Drive
129696,NA,NA,2017-01-04T07:17:00,NA,72 Hour Violation,Parking,,Referred,32.72537438,-117.2447011,2,30,Peninsula,,Mobile,This report has been referred to Police Department at SDPDabandonedcars@pd.sandiego.gov,
197650,NA,NA,2017-06-14T10:25:00,0,Graffiti Removal,TSW,2017-06-14T00:00:00,Closed,32.95144117,-117.1940357,1,62,Pacific Highlands Ranch,,Crew/Self Generated,,Graffiti Reported at 4802SR 56 Bike Trail
152182,103743,NA,2017-02-23T12:13:00,307,Sidewalk Repair Issue,TSW,2017-12-28T00:00:00,Closed,32.7125656,-117.1607734,3,4,Downtown,,Mobile,,One of the brick is missing in the sidewalk and it's right outside of this business and they reported it to us. The exact location is on G St. between fourth Avenue and fifth Avenue on the north side
2509242,NA,NA,2019-02-13T09:35:00,14,Graffiti Removal,TSW,2019-02-27T00:00:00,Closed,32.71691342,-117.145004,3,8,Greater Golden Hill,,Mobile,,
263642,NA,NA,2017-11-29T17:10:00,35,Graffiti Removal,TSW,2018-01-03T00:00:00,Closed,32.74897936,-117.0949861,9,56,Mid-City:City Heights,,Phone,,BEHIND ADDRESS GRAFFITI ON THE BACKS OF HOUSES AND ON WALLS
322597,NA,NA,2018-04-16T23:19:00,8,72 Hour Violation,Parking,2018-04-24T00:00:00,Closed,32.731915,-117.218933,2,30,Peninsula,,Mobile,,
109685,NA,1.50001E+11,2016-10-03T07:45:00,33,Private Tree Encorachment,TSW,2016-11-05T00:00:00,Closed,32.82149228,-117.1945535,6,6,Clairemont Mesa,,Email,,The growth from plants and small palm trees is blocking more that 50% sidewalk making walking difficult.
352099,NA,NA,2018-06-19T17:59:00,NA,Other,TSW,,Referred,32.786062,-117.200944,2,6,Clairemont Mesa,,Mobile,This report has been referred to Water Repair (PUD) at water@sandiego.gov,Leaking sidewalk. Previously submitted by someone else but the sidewalk is still leaking even though get it done says it was closed. Slippery moss is a trip hazard and water is being wasted.
93367,NA,3.5E+11,2016-07-14T11:26:00,483,Storm Water Code Enforcement - Illegal Discharge,TSW,2017-11-09T00:00:00,Closed,32.96045199,-117.2392539,1,21,Carmel Valley,,Email,,
237568,NA,NA,2017-09-21T13:09:00,NA,Other,TSW,,Referred,32.789683,-117.233221,2,17,Mission Bay Park,,Mobile,,Manhole is leaking underground into Park at Crownpoint.
248286,NA,NA,2017-10-19T17:27:00,NA,Illegal Dumping,ESD Complaint/Report,,Referred,32.75363,-117.078248,9,57,Mid-City:Eastern Area,,Mobile,This report has been referred to Environmental Services Department at trash@sandiego.gov,
2613189,2613178,NA,2019-06-05T12:35:00,9,Other,TSW,,In Process,32.734496,-117.14345,3,1,Balboa Park,,Mobile,,
2401551,NA,NA,2018-09-17T09:03:00,0,Graffiti Removal,TSW,2018-09-17T00:00:00,Closed,32.69154194,-117.0372621,4,44,Skyline-Paradise Hills,,Crew/Self Generated,,Graffiti Reported at 502 Briarwood Rd
2536945,NA,40300115299,2019-03-15T12:41:00,3,Traffic Signal Light Out,TSW,2019-03-18T00:00:00,Closed,32.9474724,-117.1418493,6,29,Rancho Penasquitos,,Web,,The yellow turn arrow on the East bound Park Village Road turning onto the North bound Rumex St. is out.
356036,NA,NA,2018-06-27T10:56:00,NA,Illegal Dumping,ESD Complaint/Report,,Referred,32.73679825,-117.0949148,9,56,Mid-City:City Heights,,Mobile,This report has been referred to Environmental Services Department at trash@sandiego.gov,
2511762,NA,NA,2019-02-15T13:13:00,5,Out Late,ESD Complaint/Report,2019-02-20T00:00:00,Closed,NA,NA,NA,NA,,,Phone,,Missed trash
144899,NA,40300009112,2017-02-04T08:33:00,856,Pavement Surface Flow Issue,TSW,,In Process,32.75002914,-117.1658031,3,42,Uptown,,Mobile,,
2586433,NA,NA,2019-05-08T14:15:00,0,Container Left Out,ESD Complaint/Report,2019-05-08T00:00:00,Closed,32.558909,-117.062351,8,33,San Ysidro,,Mobile,,Disabled vehicle blk BMW on overpass blocking traffic lane.
107166,NA,NA,2016-09-21T14:20:00,NA,Paint Striping - Maintain,TSW,,Referred,32.7247322,-117.1614553,3,42,Uptown,,Web,This report has been referred to Parking (citations/broken meter) at parking@sandiego.gov,"My vehicle was not blocking the driveway, it was only a few inches from the end of the curve towards the driveway were the curve was marked white not red. After the citation was given another vehicle parked right in front of that driveway. The female driver stated   she works downtown and she always park in that same location and has never received a citation she also mention it must depend on the meter officer mood. In conclusion i would like to restate that the area is marked white not red for no parking zone."
365937,NA,NA,2018-07-17T13:00:00,14,72 Hour Violation,Parking,2018-07-31T00:00:00,Closed,32.7787709,-117.2065162,2,6,Clairemont Mesa,,Web,,parked at that location for over 72 hrs.
2604899,NA,40300134569,2019-05-29T06:36:00,16,Street Light Knock Over/Damage,TSW,,In Process,32.75352892,-117.1301364,3,28,North Park,,Mobile,,Cover plate missing on light
255798,NA,3.5E+11,2017-11-08T08:43:00,278,Storm Water Code Enforcement - Illegal Discharge,TSW,2018-08-13T00:00:00,Closed,32.7699416,-117.1072041,9,58,Mid-City:Kensington-Talmadge,,Web,,
324799,NA,40300024941,2018-04-21T16:35:00,60,Traffic Sign - Maintain,TSW,2018-06-20T00:00:00,Closed,32.93121928,-117.0987132,5,9,Miramar Ranch North,,Mobile,,
2547361,NA,NA,2019-03-27T08:43:00,0,Graffiti Removal,TSW,2019-03-27T00:00:00,Closed,32.72447922,-117.1512103,3,1,Balboa Park,,Crew/Self Generated,,Graffiti Reported at 1794 Park Blvd
2528368,NA,NA,2019-03-06T12:53:00,NA,Other,TSW,,Referred,32.72089776,-117.1339618,3,8,Greater Golden Hill,,Mobile,This report has been referred to PW Facilities Maintenance at facilitiesmaint@sandiego.gov,Men's bathroom faucet stuck on.
354753,NA,NA,2018-06-25T10:20:00,0,Graffiti Removal,TSW,2018-06-25T00:00:00,Closed,32.7747711,-117.0482952,NA,NA,,,Crew/Self Generated,,Graffiti Reported at
2534666,NA,NA,2019-03-13T17:44:00,NA,Graffiti Removal,TSW,,Referred,32.73759667,-117.176125,3,42,Uptown,,Mobile,This report has been referred to Graffiti ? ATT Telephone Booths / Cable Box at graffiti@att.com,
143444,97376,NA,2017-01-31T17:31:00,172,Street Light Out,TSW,2017-07-23T00:00:00,Closed,32.846924,-117.2732468,1,10,La Jolla,,Web,,The whole of wall street has no street lights on at night. they are ALL dark
265177,NA,NA,2017-12-04T09:42:00,NA,Illegal Dumping,ESD Complaint/Report,,Referred,32.749965,-117.252204,2,23,Ocean Beach,SARATOGA  NP,Mobile,This report has been referred to Police CRO ? Western at sdpdwestern@pd.sandiego.gov,Homeless setting up camp and sleeping in park.
2534015,2519405,NA,2019-03-13T10:25:00,1,Pothole,TSW,2019-03-14T00:00:00,Closed,32.830167,-117.278294,1,10,La Jolla,,Mobile,,
2591021,NA,NA,2019-05-13T19:50:00,0,Illegal Dumping,ESD Complaint/Report,2019-05-13T00:00:00,Closed,32.7463113,-117.1190429,9,56,Mid-City:City Heights,,FO Self Generate,,"Fencing, Toys"
2420333,NA,NA,2018-10-10T15:07:00,NA,Graffiti Removal,TSW,,Referred,32.74869167,-117.10385,9,56,Mid-City:City Heights,,Mobile,This report has been referred to Graffiti ? Waste Management at sdocicr@wm.com,
2461319,199109,NA,2018-12-10T06:17:00,NA,Damaged Curb,TSW,,Referred,32.70836282,-117.1456589,8,37,Southeastern San Diego,,Mobile,This report has been referred to Private Contractor at trash@sandiego.gov,Dirty oil
293996,NA,NA,2018-02-12T14:06:00,14,Graffiti Removal,TSW,2018-02-26T00:00:00,Closed,32.77283667,-117.2335967,2,17,Mission Bay Park,MISSION BAY PARK,Mobile,,RED PAINT ON TREE
2399024,NA,NA,2018-09-13T08:52:00,NA,Graffiti Removal,TSW,,Referred,32.73871,-117.210042,2,30,Peninsula,NAVAL TRAINING CENTER PARK,Mobile,This report has been referred to Park and Recreation at askparks@sandiego.gov,
2388460,NA,40300065772,2018-08-30T10:45:00,76,Street Light Out,TSW,2018-11-15T00:00:00,Closed,32.86441042,-117.2068655,1,99,University,,Web,,"There is a street light out on Nobel Drive.  I come from UTC, take Towne Center Drive, turn left onto Nobel Drive (East) going toward the area where you can catch 805 South and the first street light in that area soon after you turn onto Nobel Dr. is totally out and has been for weeks.  It's SUPER dark in that area.  I drive it every night.  Thought I'd report it.  No photo.  Sorry."
2449817,NA,NA,2018-11-21T15:32:00,0,Parking Zone Violation,Parking,2018-11-22T00:00:00,Closed,32.79522,-117.16891,7,12,Linda Vista,,Mobile,,People always park in this intersection. I've reported this three times already. Nothing is ever done.  Curbs need to be painted red!
2597621,NA,NA,2019-05-20T19:31:00,0,Illegal Dumping,ESD Complaint/Report,2019-05-20T00:00:00,Closed,32.7432375,-117.1672084,3,42,Uptown,,FO Self Generate,,Refrigerator
268314,NA,NA,2017-12-12T12:40:00,NA,Illegal Dumping,ESD Complaint/Report,,Referred,32.74017986,-117.2408954,2,30,Peninsula,,Mobile,This report has been referred to Environmental Services Department at trash@sandiego.gov,
246426,NA,NA,2017-10-15T19:30:00,NA,72 Hour Violation,Parking,,Referred,32.7586818,-117.0674409,9,57,Mid-City:Eastern Area,,Web,This report has been referred to Police Department at SDPDabandonedcars@pd.sandiego.gov,
272891,NA,NA,2017-12-26T13:45:00,NA,72 Hour Violation,Parking,,Referred,32.7366935,-117.2266114,2,30,Peninsula,,Web,This report has been referred to Police Department at SDPDabandonedcars@pd.sandiego.gov,
275664,275655,NA,2018-01-03T15:41:00,1,Traffic Signal Other Problem,TSW,2018-01-05T00:00:00,Closed,32.91058697,-117.1555446,6,15,Mira Mesa,,Phone,,E/B 5 TO 10 MIN WAIT
111821,NA,40300006007,2016-10-13T13:52:00,970,Damaged Curb,TSW,,In Process,32.7073173,-117.1245071,8,37,Southeastern San Diego,,Web,,"Service Notification 150000765177 was created to question the legality of red curb in front of the driveway at 3221 L Street, as well as the driveway itself. The driveway appears to have a concrete ramp poured over a curb and does not appear to be City-installed (see attached). Please evaluate said driveway and take appropriate action"
189592,NA,NA,2017-05-25T07:26:00,1,Graffiti Removal,TSW,2017-05-26T00:00:00,Closed,32.7457887,-117.0714855,4,57,Mid-City:Eastern Area,,Mobile,,Graffiti on sidewalk
2447485,NA,NA,2018-11-19T08:12:00,1,Illegal Dumping,ESD Complaint/Report,2018-11-20T00:00:00,Closed,32.9039072,-117.1332442,6,15,Mira Mesa,,Mobile,,Motor home seats left in middle of the street and sidewalks.
199243,NA,NA,2017-06-19T07:39:00,NA,Graffiti Removal,TSW,,Referred,32.6849111,-117.1125969,8,2,Barrio Logan,,Mobile,This report has been referred to Caltrans San Diego at ct.public.information.d11@dot.ca.gov,On utility box
2526031,NA,NA,2019-03-04T08:21:00,44,Dead Animal,ESD Complaint/Report,2019-04-17T00:00:00,Closed,32.754992,-117.150865,3,42,Uptown,,Phone,,"DEAD DOG, WRAPPED IN TOWELS UNDER A TREE. @ 4281 MARYLAND ST."
342107,NA,NA,2018-05-30T10:59:00,6,72 Hour Violation,Parking,2018-06-05T00:00:00,Closed,32.716885,-117.162769,3,4,Downtown,,Mobile,,
293426,NA,40300008889,2018-02-11T11:07:00,65,Engineering - Signage Evaluation,TSW,2018-04-17T00:00:00,Closed,32.74962498,-117.1008634,9,56,Mid-City:City Heights,,Phone,,CUST WOULD LIKE STOP SIGN AT FAIRMONT & UNIVESITY
344991,NA,NA,2018-06-05T11:57:00,335,Graffiti Removal,TSW,2019-05-06T00:00:00,Closed,32.75329346,-117.1001321,9,56,Mid-City:City Heights,,Mobile,,
2566970,2536374,NA,2019-04-18T09:38:00,57,Street Light Out,TSW,,In Process,32.69129825,-117.0361321,4,44,Skyline-Paradise Hills,,Phone,,S/L OUT
135882,NA,1.50001E+11,2017-01-19T08:57:00,8,Drain Maintenance ,TSW,2017-01-27T00:00:00,Closed,32.755453,-117.162548,3,42,Uptown,,Web,,Storm Drain is clogged and water backing up.
94779,NA,1.50001E+11,2016-07-21T10:21:00,195,Traffic Signal Light Out,TSW,2017-02-01T00:00:00,Closed,32.74848397,-117.1251238,3,28,North Park,,Phone,,SIGNALS ALL OUT. POSSIBLE POWER OUTTAGE
2470104,NA,40300091559,2018-12-21T14:03:00,61,Street Sweeping,TSW,2019-02-20T00:00:00,Closed,32.83346981,-117.2078281,6,6,Clairemont Mesa,,Phone,,6-INCH AC WATER MAIN BREAK.
2538108,NA,NA,2019-03-16T18:32:00,0,Illegal Dumping,ESD Complaint/Report,2019-03-16T00:00:00,Closed,32.7390169,-117.0948763,9,56,Mid-City:City Heights,,Internal,,mattress
178692,NA,NA,2017-04-28T16:43:00,NA,Other,TSW,,Referred,32.90873541,-117.1594239,6,15,Mira Mesa,,Mobile,This report has been referred to Park and Recreation at askparks@sandiego.gov,Lopez Ridge Park has one no smoking sign in the parking lot behind a bush. It needs several more no smoking signs. One in the basketball court would be good one in the picnic area would be good. I've been picking up trash including cigarette butts in the park. I also remind smokers that there's no smoking in city parks or beaches.
2567600,NA,NA,2019-04-18T17:18:00,19,72 Hour Violation,Parking,2019-05-07T00:00:00,Closed,32.7051,-117.14844,8,2,Barrio Logan,,Web,,parked in the same place much more than 72 hour limit
343970,327989,NA,2018-06-03T17:28:00,372,Pothole,TSW,,In Process,32.828098,-117.1545816,6,50,Kearny Mesa,,Mobile,,Many potholes
345545,NA,40300036870,2018-06-06T10:32:00,68,Evaluate Tree for Removal/Root Prune,TSW,2018-08-13T00:00:00,Closed,32.76173333,-117.0659722,9,57,Mid-City:Eastern Area,,Mobile,,Tree damage  /topping of many required landscape jacarandas for years
153241,NA,NA,2017-02-27T09:16:00,NA,Tree/Limb Fallen/Hanging,TSW,,Referred,32.74308442,-117.1536106,3,42,Uptown,BALBOA PARK,Web,This report has been referred to Park and Recreation at askparks@sandiego.gov,one or two large eucalyptus trees blocking trail in Marston Canyon (see photos)
2595329,NA,40300132649,2019-05-17T17:56:00,22,Pothole,TSW,2019-06-08T00:00:00,Closed,32.80306568,-117.0137476,7,20,Navajo,,Mobile,,
116640,NA,40300006059,2016-11-06T18:33:00,540,Paint Legend - Maintenance,TSW,2018-04-30T00:00:00,Closed,32.84725513,-117.2720872,1,10,La Jolla,,Web,,There is no finished striping for this crosswalk in front of the La Jolla Post Office
145396,NA,NA,2017-02-05T22:01:00,NA,Pothole,TSW,,Referred,32.77121677,-117.1338556,7,19,Mission Valley,,Mobile,This report has been referred to Caltrans San Diego at ct.public.information.d11@dot.ca.gov,Tremendous series of deep potholes right at the merge onto 8E from Texas. Asphalt is very darkMaking the potholes very hard to see!
2617370,NA,NA,2019-06-10T07:17:00,4,Missed Collection,ESD Complaint/Report,2019-06-14T00:00:00,Closed,32.7393985,-117.0754585,4,57,Mid-City:Eastern Area,,Phone,,Missed half the street
216439,NA,NA,2017-07-30T21:00:00,NA,72 Hour Violation,Parking,,Referred,32.7407054,-117.1213771,3,28,North Park,,Web,This report has been referred to Police Department at SDPDabandonedcars@pd.sandiego.gov,
