FAC_SEQ_NUM,FAC_TYP_CD,FACTYPDESC,INFRASTRUC,PRESSR_ZN_NM,PRESSR_ZN_QTY,SIZE_NUM,SMPL_TYP_CD,FEED_SRC_NM,MAPNG_STAT_CD,FNCTNL_CD,OWNERSHIP_CD,OWNERSHIP_CD_DESC,STRT_ADDR_TYP_CD,DIV_MAINT_BY_CD,DIV_DESC,INTERCEPTOR_IND,STA_PRIM_NUM,STA_SCNDRY_NUM,FAC_NAME,ACTL_INST_DT_IND,INST_DT,LOCN_DESC_TXT,OLD_SPLASH1_DWO_ID,OLD_SPLASH1_WORK_ORDR_ID,GPS_SURVEYOR_IND,GPS_X_COORD_NUM,GPS_Y_COORD_NUM,FAC_STAT_CD,MAP_ID,FLD_BK_PAGE_NUM,FLD_BK_GRID_NUM,THOMAS_BROTHERS_CD,STRT_NUM,STRT_PREDIR_CD,STRT_NM,STRT_SFX_CD,STRT_UNIT_NUM,STRT_GATED_COMNTY_IND,NAD83E_NUM,NAD83N_NUM,NAD27E_NUM,NAD27N_NUM,OLD_FAC_SEQ_NUM,SENSITIVE_LAND_IND,GEOMETRY_ORIENTATION,DRAWG_NUM,DRAWG_SHEET_NUM,DRAWG_TYP_CD,DRAWG_TYP_CD_DESC,IAMFLOC,SAPOBJNR
5525498,SLOC,SAMPLE LOCATION,W,GOLF COURSE,1130,0,DP,,OPERATIONAL,Y,SD,CITY OF SAN DIEGO,A,,,N,0,0,316 SYS,N,,13705 SHOAL SUMMIT DR,,,N,0,0,A,575,K02N,5,1190A3,13705,,SHOAL SUMMIT,DR,,,6308292.188,1932198.596,1746908.01,291754.5958,,Y,0,,,,,UW-WS-TRN-SLOC-S290,IF?0100000000000140630
544503,SLOC,SAMPLE LOCATION,W,HILLSBOROUGH,550,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,205 SYS,N,,CLOSE TO 1856 MANZANA WAY,,,N,0,0,A,275,N24S,4,1290H6,1856,,MANZANA,WY,,,6323598.297,1830721.45,1762214.195,190277.4501,,N,-64.41,,,,,UW-WS-TRN-SLOC-S132,IF?0100000000000143275
5550619,SLOC,SAMPLE LOCATION,W,IMPERIAL,240,0.75,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,324 SYS,N,,,,,N,0,0,A,742,J23S,1,1289H4,4393,,REDWORKS,DY,,,6299329.354,1836532.9,1737945.13,196088.9003,,N,-2.35,,,,,UW-WS-TRN-SLOC-S310,IF?0100000000000140624
534669,SLOC,SAMPLE LOCATION,W,KEARNY MESA,600,0.75,,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,M260,N,,SAMPLE BOX,,,N,0,0,A,618,J12S,6,1249J2,4250,,CARTULINA,RD,,,6303903.609,1879744.724,1742519.408,239300.7244,,N,0,,,,,UW-WS-TRN-SLOC-S100,IF?0100000000000142394
534670,SLOC,SAMPLE LOCATION,W,KEARNY MESA,600,0.5,,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,59 SYS,N,,LA CUENTA DR/TIERRASANTA BL; FIRE STATION/SAMPLE STANCHION,,1,N,0,0,A,619,J12S,5,1249H2,0,,,,,,6300959.797,1879397.326,1739575.581,238953.3261,,N,-138.55,,,,,UW-WS-TRN-SLOC-S101,IF?0100000000000142536
5483585,SLOC,SAMPLE LOCATION,W,KEARNY MESA,600,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,78A SYS,N,,6200 CALLE MARISELDA,,1,N,0,0,A,846,J11S,2,1229H7,0,,,,,,6301321.381,1884646.102,1739937.168,244202.1024,,Y,0,,,,,UW-WS-TRN-SLOC-S242,IF?0100000000000141465
517982,SLOC,SAMPLE LOCATION,W,LA JOLLA GARDENS,500,0.75,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,250 SYS,N,,7474 CHARMANT DR; SAMPLE STANCHION,,,N,0,0,A,635,C08S,6,1228B3,7474,,CHARMANT,DR,,,6261392.703,1896106.427,1700008.29,255662.4272,,N,-173.45,,,,,UW-WS-TRN-SLOC-S066,IF?0100000000000141860
515117,SLOC,SAMPLE LOCATION,W,LA JOLLA HERMOSA,370,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,178 SYS,N,,1025 W. MUIRLANDS DR.   SAMPLE STANCHION,,,N,0,0,A,544,A11S,2,1247F1,1025,,WEST MUIRLANDS,DR,,,6248105.266,1884848.31,1686720.786,244404.3104,,N,0,,,,,UW-WS-TRN-SLOC-S046,IF?0100000000000141800
515118,SLOC,SAMPLE LOCATION,W,LA JOLLA HERMOSA,370,2,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,216 SYS,N,,5790 CHELSE AVE SAMPLE STANCHION,,,N,0,0,A,569,A12S,5,1247F3,5790,,CHELSEA,AV,,,6247493.199,1878706.312,1686108.716,238262.3123,,N,0,,,,,UW-WS-TRN-SLOC-S047,IF?0100000000000141958
515233,SLOC,SAMPLE LOCATION,W,LA JOLLA MESA VISTA,495,0.75,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,251 SYS,N,,5840 RAVENSWOOD RD,,,N,0,0,A,379,A12S,6,1247G3,5840,,RAVENSWOOD,RD,,,6250243.045,1879096.562,1688858.576,238652.5617,,N,89.71,,,,,UW-WS-TRN-SLOC-S048,IF?0100000000000141784
518309,SLOC,SAMPLE LOCATION,W,LA JOLLA PACIFICA,594,0.75,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,252 SYS,N,,5897 DESERT VIEW DR (ACROSS STREET),,,N,0,0,A,347,C11S,5,1248A2,5910,,DESERT VIEW,DR,,,6258561.001,1882504.249,1697176.573,242060.2487,,N,0,,,,,UW-WS-TRN-SLOC-S067,IF?0100000000000142053
5609101,SLOC,SAMPLE LOCATION,W,LA JOLLA PACIFICA,594,0.75,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,252A SYS,N,,PACIFICA AND SOLEDAD MOUNTAIN,,,N,0,0,A,632,C12S,5,1248A3,5910,,DESERT VIEW,DR,,,6259534.59,1879734.557,1698150.168,239290.5571,,N,168.78,,,,,UW-WS-TRN-SLOC-S342,IF?0100000000000141550
515817,SLOC,SAMPLE LOCATION,W,LA JOLLA SHORES,241,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,219 SYS,N,,ACROSS FROM 8415 EL PASEO GRANDE,,,N,0,0,A,392,B09S,2,1227H4,0,,,,,,6252926.673,1893894.446,1691542.218,253450.4455,,N,87.74,,,,,UW-WS-TRN-SLOC-S055,IF?0100000000000141692
515951,SLOC,SAMPLE LOCATION,W,LA JOLLA SOLEDAD W,925,2,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,218 SYS,N,,2110 VIA CASA ALTA @ FIRE STATION SAMPLE STANCHION,,,N,0,0,A,555,B10S,5,1227H7,2110,,VIA CASA ALTA,,,,6254403.999,1886573.875,1693019.551,246129.8747,,N,0,,,,,UW-WS-TRN-SLOC-S056,IF?0100000000000141745
5207494,SLOC,SAMPLE LOCATION,W,LA JOLLA SOLEDAD W,925,0.5,DR,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,C14,N,,"6600 BLK LA JOLLA SCENIC DR S/SE OF RESV, SPIGOT ATTACHED TO RAILING",,,N,0,0,A,538,B11S,3,1227J7,0,,,,,,6254955.892,1886104.347,1693571.447,245660.3471,,N,0,,,,,UW-WS-TRN-SLOC-S186,IF?0100000000000141559
514975,SLOC,SAMPLE LOCATION,W,LA JOLLA TOWNE,270,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,48 SYS,N,,COAST BL SOUTH/EADS AV; SAMPLE STANCHION,,1,N,0,0,A,581,A10S,1,1.23E+09,0,,,,,,6246087.001,1889028.875,1684702.512,248584.8747,,N,-30.53,,,,,UW-WS-TRN-SLOC-S045,IF?0100000000000141695
5212289,SLOC,SAMPLE LOCATION,W,LA MIRAGE,500,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,A,WO,WATER OPERATIONS,N,0,0,280 SYS,N,,6542 REFLECTION DR,1,,N,0,0,A,541,I15S,3,1249G6,6542,,REFLECTION,DR,,,6297998.894,1869346.444,1736614.664,228902.4436,,N,89.38,,,,,UW-WS-TRN-SLOC-S206,IF?0100000000000141408
5567525,SLOC,SAMPLE LOCATION,W,LIBERTY STATION,175,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,338 SYS,N,,2817 WASP WY; SAMPLE STANCHION,,,N,0,0,A,384,D21S,1,1288C1,2817,,WASP,WY,,,6262614.934,1846151.506,1701230.527,205707.5059,,N,-15.93,,,,,UW-WS-TRN-SLOC-S323,IF?0100000000000140655
515542,SLOC,SAMPLE LOCATION,W,LOWER DEL MAR TERR,196,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,66 SYS,N,,VIA CORTINA/VIA APRILIA; SAMPLE STANCHION,,,N,0,0,A,285,B02S,2,1207H1,0,,,,,,6253976.572,1921175.039,1692592.121,280731.0394,,N,94.09,10288,98,D,,UW-WS-TRN-SLOC-S051,IF?0100000000000141809
517215,SLOC,SAMPLE LOCATION,W,LUSK PARK,470,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,179 SYS,N,,13075 HARTFIELD AV @ DEL MAR HEIGHTS SAMPLE STANCHION,,,N,0,0,A,722,C01N,3,1188A5,0,,,,,,6261105.748,1929176.854,1699721.334,288732.8537,,N,-92.55,,,,,UW-WS-TRN-SLOC-S060,IF?0100000000000142036
521589,SLOC,SAMPLE LOCATION,W,LUSK PARK,470,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,221 SYS,N,,54551/2 OBERLIN DR SAMPLE STANCHION,1,,N,0,0,A,257,E06S,1,1.21E+10,5455,,OBERLIN,DR,,,6270168.658,1905426.414,1708784.289,264982.414,,N,179.88,,,,,UW-WS-TRN-SLOC-S074,IF?0100000000000142084
5212264,SLOC,SAMPLE LOCATION,W,LUSK PARK,470,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,276 SYS,N,,MOORLAND HTS/WILD BLOSSOM TR,1,,N,0,0,A,352,E04S,1,1.21E+07,0,,,,,,6269975.459,1912499.908,1708591.089,272055.9081,,N,0,,,,,UW-WS-TRN-SLOC-S199,IF?0100000000000141486
5503983,SLOC,SAMPLE LOCATION,W,LUSK PARK,470,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,A,WO,WATER OPERATIONS,N,0,0,286 SYS,N,,13510 SWORD WY (BETWEEN REEDLEY AND DRAKEWOOD),,,N,0,0,A,317,D02N,2,1188C3,13510,,SWORD,WY,,,6265797.556,1932830.259,1704413.165,292386.2592,,Y,0,,,,,UW-WS-TRN-SLOC-S262,IF?0100000000000141292
5586105,SLOC,SAMPLE LOCATION,W,LUSK PARK,470,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,A,WO,WATER OPERATIONS,N,0,0,276A SYS,N,,5285 SETTING SUN WY,1,,N,0,0,A,435,E04S,4,1.21E+07,5285,,SETTING SUN,WY,,,6270005.928,1912118.406,1708621.559,271674.4055,,N,-151.85,,,,,UW-WS-TRN-SLOC-S331,IF?0100000000000140570
515456,SLOC,SAMPLE LOCATION,W,MAR VILLA,378,0.75,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,253 SYS,N,,13220 CAMINITO MAR VILLA,1,,N,0,0,A,308,B01S,5,1187G7,13220,,CAMTO MAR VILLA,,,,6252553.501,1923447.251,1691169.043,283003.2507,,N,11.75,,,,,UW-WS-TRN-SLOC-S049,IF?0100000000000141867
531325,SLOC,SAMPLE LOCATION,W,MERCY HIGH,750,0.75,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,A,WO,WATER OPERATIONS,N,0,0,268 SYS,Y,?5?/?28?/?09? ?5?:?00? ?PM,9604 BABAUTA RD,1,,N,0,0,A,562,I02S,2,1.19E+10,9604,,BABAUTA,RD,,,6294512.713,1922254.888,1733128.466,281810.8885,,N,33.63,,,,,UW-WS-TRN-SLOC-S091,IF?0100000000000142593
529073,SLOC,SAMPLE LOCATION,W,MIRA MESA,625,2,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,223 SYS,N,,8441 NEW SALEM ST @ FIRE STATION,,1,N,0,0,A,765,H04S,1,1209C3,8441,,NEW SALEM,ST,,,6287877.323,1914058.862,1726493.042,273614.8615,,N,179.29,,,,,UW-WS-TRN-SLOC-S088,IF?0100000000000142351
5529614,SLOC,SAMPLE LOCATION,W,MIRA MESA,625,0,,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,64 SYS,N,,11168 AVENIDA DEL GATO & ZAPATA,,,N,0,0,A,662,G03S,3,1209B2,0,,,,,,6285997.871,1917250.213,1724613.581,276806.2133,,N,94.85,,,,,UW-WS-TRN-SLOC-S293,IF?0100000000000140903
5608615,SLOC,SAMPLE LOCATION,W,MIRA MESA,625,0,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,,N,,,,,N,0,0,A,1040,I02S,4,1.21E+04,0,,,,,,6293972.648,1919510.016,1732588.398,279066.0164,,N,0,,,,,UW-WS-TRN-SLOC-S340,IF?0100000000000141548
5608616,SLOC,SAMPLE LOCATION,W,MIRA MESA,625,0,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,343 SYS,N,,FLANDERS DR/FLANDERS PL,,,N,0,0,A,810,G04S,5,1209A4,0,,,,,,6283752.487,1911001.381,1722368.186,270557.3812,,N,0,,,,,UW-WS-TRN-SLOC-S341,IF?0100000000000141601
528312,SLOC,SAMPLE LOCATION,W,MIRAMAR,712,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,177 SYS,N,,12350 BLACK MOUNTAIN ROAD(NEXT TO REC BUILDING),,,N,0,0,A,368,H01S,6,1189D6,12350,,BLACK MTN,RD,,,6291655.023,1923822.808,1730270.761,283378.8084,,Y,104.63,,,,,UW-WS-TRN-SLOC-S086,IF?0100000000000142566
531524,SLOC,SAMPLE LOCATION,W,MIRAMAR,712,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,181 SYS,N,,WESTVIEW PKWY/GALVIN AV; SAMPLE STANCHION,,,N,0,0,A,561,I03S,5,1.21E+05,0,,,,,,6294782.379,1915920.528,1733398.133,275476.5282,,N,148.43,,,,,UW-WS-TRN-SLOC-S092,IF?0100000000000142322
531525,SLOC,SAMPLE LOCATION,W,MIRAMAR,712,0.75,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,263 SYS,N,,SAMPLE BOX,,,N,0,0,A,562,I03S,6,1209F3,10940,,SCRIPPS RANCH,BL,,,6297071.447,1914934.485,1735687.212,274490.4849,,N,0.1,,,,,UW-WS-TRN-SLOC-S093,IF?0100000000000142365
533534,SLOC,SAMPLE LOCATION,W,MIRAMAR,712,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,232 SYS,N,,MORNING CRK DR/OLD SYCAMORE DR; SAMPLE STANCHION,,,N,0,0,A,324,J01N,6,1189H5,0,,,,,,6302553.169,1927863.757,1741168.962,287419.7566,,N,0,,,,,UW-WS-TRN-SLOC-S097,IF?0100000000000142297
5207090,SLOC,SAMPLE LOCATION,W,MIRAMAR,712,0.5,DR,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,5 SYS,N,,NORTH SIDE OF DISTRIBUTION RESERVOIR #2,,,N,0,0,A,813,J04S,2,1209G3,10710,,SCRIPPS LAKE,DR,,,6300543.622,1913028.957,1739159.405,272584.9567,,N,89.33,,,,,UW-WS-TRN-SLOC-S173,IF?0100000000000141922
5207091,SLOC,SAMPLE LOCATION,W,MIRAMAR,712,0.5,DR,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,6 SYS,N,,NORTH SIDE OF DISTRIBUTION RESERVOIR #1,,,N,0,0,A,814,J04S,2,1209H3,10710,,SCRIPPS LAKE,DR,,,6301015.292,1913030.03,1739631.077,272586.0295,,N,89.37,,,,,UW-WS-TRN-SLOC-S174,IF?0100000000000142011
5207895,SLOC,SAMPLE LOCATION,W,MIRAMAR,712,0.5,,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,22,MIRMR PLNT/RESERVOIRS,N,0,0,INFLUENT WATER SAMPLE / 1 SYS,N,,MIRAMAR INFLUENT AT FILTRATION PLANT,,1,N,0,0,A,815,J04S,2,1209H4,0,,,,,,6301475.427,1912731.122,1740091.214,272287.122,,N,0,,,,,UW-WS-TRN-SLOC-S191,IF?0100000000000141665
5207896,SLOC,SAMPLE LOCATION,W,MIRAMAR,712,0.5,,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,22,MIRMR PLNT/RESERVOIRS,N,0,0,ENFLUENT WATER SAMPLE / 3 SYS,N,,MIRAMAR EFFLUENT AT FILTRATION PLANT,,1,N,0,0,A,816,J04S,2,1209H4,0,,,,,,6301474.954,1912686.358,1740090.741,272242.3583,,Y,0,,,,,UW-WS-TRN-SLOC-S192,IF?0100000000000141720
5207897,SLOC,SAMPLE LOCATION,W,MIRAMAR,712,0.5,,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,22,MIRMR PLNT/RESERVOIRS,N,0,0,FILTERED WATER SAMPLE / N7,N,,MIRAMAR SETTLED WATER AT FILTRATION PLANT,,,N,0,0,A,817,J04S,2,1209H4,0,,,,,,6301474.432,1912634.974,1740090.22,272190.9738,,Y,0,,,,,UW-WS-TRN-SLOC-S193,IF?0100000000000141771
5503985,SLOC,SAMPLE LOCATION,W,MIRAMAR,712,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,288 SYS,N,,GREENBERG WY & CTE GANSO @ BACKFLOW PREVENTER,,,N,0,0,A,987,H02N,2,1189C3,10940,,SCRIPPS RANCH,BL,,,6289757.539,1933571.68,1728373.268,293127.6798,,N,0,,,,,UW-WS-TRN-SLOC-S264,IF?0100000000000141059
5504024,SLOC,SAMPLE LOCATION,W,MIRAMAR,712,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,294 SYS,N,,12194 BRANICOLE LN,,,N,0,0,A,709,I01S,5,1189F7,12194,,BRANICOLE,LN,,,6295819.984,1922885.331,1734435.743,282441.3314,,N,0,,,,,UW-WS-TRN-SLOC-S267,IF?0100000000000141032
5504025,SLOC,SAMPLE LOCATION,W,MIRAMAR,712,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,295,N,,11305 AFFINITY CT,,,N,0,0,A,1218,I03S,3,1209F2,10940,,SCRIPPS RANCH,BL,,,6297009.56,1916744.173,1735625.325,276300.1732,,N,0,,,,,UW-WS-TRN-SLOC-S268,IF?0100000000000141079
5207495,SLOC,SAMPLE LOCATION,W,MIRAMAR BOOSTED,1150,0,DR,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,238 SYS,N,,11490 WEATHERHILL WAY,,,N,0,0,A,502,J03S,2,1209G1,11490,,WEATHERHILL,WY,,,6300611.539,1918430.722,1739227.322,277986.7218,,Y,0,,,,,UW-WS-TRN-SLOC-S187,IF?0100000000000141656
5212854,SLOC,SAMPLE LOCATION,W,MIRAMAR BOOSTED,1150,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,283 SYS,N,,SCRIPPS RANCH/SPENCERPORT; SAMPLE STANCHION,,,N,0,0,A,503,J03S,2,1209H2,0,,,,,,6300849.948,1916952.188,1739465.732,276508.1883,,N,160.48,,,,,UW-WS-TRN-SLOC-S207,IF?0100000000000141487
5212288,SLOC,SAMPLE LOCATION,W,MISSION CITY,430,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,275 SYS,N,,ACROSS FROM 2531 OLD QUARRY RD,1,,N,0,0,A,519,H15S,6,1.25E+10,0,,,,,,6291631.624,1867189.065,1730247.362,226745.065,,N,-179.89,,,,,UW-WS-TRN-SLOC-S205,IF?0100000000000141698
5212268,SLOC,SAMPLE LOCATION,W,MONTE VERDE,685,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,281 SYS,N,,6831 MONTE VERDE DR,,,N,0,0,A,537,L13S,6,1.25E+06,6831,,MONTE VERDE,DR,,,6316397.431,1876217.703,1755013.293,235773.7034,,N,135.35,17799,7,D,,UW-WS-TRN-SLOC-S203,IF?0100000000000141594
532047,SLOC,SAMPLE LOCATION,W,MURPHY CANYON,500,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,213 SYS,N,,4455 MURPHY CANYON RD; SAMPLE STANCHION  ,1,,N,0,0,A,307,I12S,2,1249F2,4455,,MURPHY CANYON,RD,,,6294725.758,1881066.677,1733341.512,240622.6765,,N,-84.96,,,,,UW-WS-TRN-SLOC-S094,IF?0100000000000142430
5205421,SLOC,SAMPLE LOCATION,W,NORMAL HEIGHTS,536,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,155 SYS,N,,ADAMS AV & MARLBOROUGH,,1,N,0,0,A,582,I17S,6,1269G3,0,,,,,,6298346.001,1858457.126,1736961.772,218013.126,,N,178.94,,,,,UW-WS-TRN-SLOC-S158,IF?0100000000000141697
521631,SLOC,SAMPLE LOCATION,W,NORTH CITY,610,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,176 SYS,N,,ACROSS FROM 9896 OLSON DR.  SAMPLE STANCHION,1,,N,0,0,A,447,E06S,5,1228F1,9896,,OLSON,DR,,,6271803.645,1903217.936,1710419.284,262773.9364,,N,134.17,,,,,UW-WS-TRN-SLOC-S075,IF?0100000000000141846
5204618,SLOC,SAMPLE LOCATION,W,NORTH CITY,610,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,65 SYS,N,,ACROSS FROM 13911 DURANGO RD,,1,N,0,0,A,281,B01N,5,1187H6,0,,,,,,6253863.501,1927150.627,1692479.05,286706.6266,,Y,91.12,,,,,UW-WS-TRN-SLOC-S157,IF?0100000000000141910
5207116,SLOC,SAMPLE LOCATION,W,NORTH CITY,610,0.5,DR,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,C9,N,,AL BAHR DR & SOLEDAD AV WEST OF DISTRIBUTION RESERVOIR,,,N,0,0,A,703,A10S,3,1227F6,0,,,,,,6249445.787,1888510.335,1688061.315,248066.3346,,N,0,,,,,UW-WS-TRN-SLOC-S178,IF?0100000000000141911
5503977,SLOC,SAMPLE LOCATION,W,NORTH CITY,610,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,A,WO,WATER OPERATIONS,N,0,0,49A SYS,N,,JOHN J. HOPKINS & GENERAL ATOMIC,,,N,0,0,A,708,C05S,4,1207J6,10620,,JOHN JAY HOPKINS,DR,,,6257814.452,1906692.106,1696430.021,266248.1063,,Y,105.29,,,,,UW-WS-TRN-SLOC-S256,IF?0100000000000141178
5510255,SLOC,SAMPLE LOCATION,W,NORTH CITY,610,0,,,OPERATIONAL,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,309 SYS,N,,4274 CAMPUS POINT CT. ,,,N,0,0,A,374,D06S,4,1208B7,0,,,,,,6262733.999,1904094.124,1701349.593,263650.124,,N,174.1,,,,,UW-WS-TRN-SLOC-S278,IF?0100000000000140962
5525499,SLOC,SAMPLE LOCATION,W,NORTH CITY,610,0,DP,,OPERATIONAL,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,317 SYS,N,,ACROSS FROM 12608 SPINDLE TOP RD,,,N,0,0,A,688,H01N,5,1189C5,0,,,,,,6289865.837,1926954.57,1728481.566,286510.5702,,N,2.54,,,,,UW-WS-TRN-SLOC-S291,IF?0100000000000140715
5529674,SLOC,SAMPLE LOCATION,W,NORTH CITY,610,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,320 SYS,N,,12501 LA TORTOLA,,,N,0,0,A,710,I01S,2,1189F6,0,,,,,,6296017.09,1925074.8,1734632.85,284630.7999,,N,59.81,,,,,UW-WS-TRN-SLOC-S299,IF?0100000000000140548
5577838,SLOC,SAMPLE LOCATION,W,NORTH CITY,610,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,340 SYS,N,,ACROSS FROM 13880 CREST WY,,,N,0,0,A,353,B01N,5,1187G6,0,,,,,,6253257.287,1926989.938,1691872.833,286545.9377,,Y,-67.64,,,,,UW-WS-TRN-SLOC-S326,IF?0100000000000140585
5564259,SLOC,SAMPLE LOCATION,W,NORTH VILLAGE,730,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,327 SYS,N,,ACROSS FROM 15625 NEW PARK TR.  SAMPLE STANCHION,,,N,0,0,A,399,H07N,4,1169B3,15625,,NEW PARK,TR,,,6287242.382,1951737.897,1725858.098,311293.897,,Y,-44.33,,,,,UW-WS-TRN-SLOC-S317,IF?0100000000000140594
520513,SLOC,SAMPLE LOCATION,W,NORTHWEST MESA,559,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,57 SYS,N,,IDLEWILD WY/HIDALGO AV; PUBLIC SCHOOL/SAMPLE STANCHION,,,N,0,0,A,432,D11S,4,1248C1,0,,,,,,6263436.001,1883952.126,1702051.598,243508.126,,N,0,,,,,UW-WS-TRN-SLOC-S072,IF?0100000000000142139
523978,SLOC,SAMPLE LOCATION,W,NORTHWEST MESA,559,1,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,52 SYS,N,,MT. ABERNATHY AV/CHATEAU DR; LIBRARY/SAMPLE STANCHION,,,N,0,0,A,547,F12S,5,1248H2,0,,,,,,6277507.238,1880243.72,1716122.905,239799.7205,,N,-28.2,,,,,UW-WS-TRN-SLOC-S080,IF?0100000000000141974
